market_id,match_id,question,current_crowd,status,opening_time,closing_date
91263748-3e9a-4100-9010-414ac8c1381d,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will Erling Haaland (Norway) score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
0231307d-2a42-47cd-998b-79498a1d010c,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will Ivory Coast have more corner kicks than Norway in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
f79c098c-ce29-4a68-8703-d357245b9a81,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will Norway win in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
5101894f-3d9b-4ca8-9770-fab659e055ec,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will Martin Ødegaard (Norway) score or assist a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
1ab4c264-7911-45ad-ad79-a528a454eb83,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will both teams score in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
c0fb5c86-a449-4043-8ba0-98ef6b1a531d,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will Amad Diallo (Ivory Coast) have 1 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
2318f323-20bc-41ca-8973-10aead65568a,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will the match have 3 or more total goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
6884f21b-23c3-4663-b7b3-0487ec6b64ea,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will a goal be scored before the first hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
14b4ad9e-de55-4d15-8e3b-a4dda355438f,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will Norway have 6 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
3289ea43-973f-4f2a-86a2-39d3fc7750a4,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will Alexander Sørloth (Norway) have 2 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
b58c9664-1cc6-4f32-97ab-a20235f7d5da,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will Norway score the first goal of the match?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
654cd80b-9113-4492-8430-a43381e4387f,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will there be 4 or more offside calls in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
400defa1-95d4-4aa0-bcaa-70c36c520a8a,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will there be 4 or more total cards shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
c0e3f7a7-4731-473b-9eac-0770cc6f8541,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will a penalty kick be awarded during regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
20d8186a-6616-46bd-bc59-52c125028520,b1772d21-e69c-4f9b-8f57-03f3b34a49c1,Will a goal be scored after the second hydration break in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T17:00:00.000Z
11dcdc50-811d-4f68-a60a-90db4ec7b0de,a07006f4-3304-4406-819d-0921767cb4f5,Will Ousmane Dembélé (France) score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
1428fb96-6eb5-4510-a4ce-cce8c31deda2,a07006f4-3304-4406-819d-0921767cb4f5,Will France be ahead at halftime?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
deb0412b-45c3-48f7-88d4-df4a95913c3f,a07006f4-3304-4406-819d-0921767cb4f5,Will Kylian Mbappé (France) have 2 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
7f647172-e410-45cd-bdb0-d660e2221568,a07006f4-3304-4406-819d-0921767cb4f5,Will a red card be shown in the match?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
c0e4cdaf-87d1-44ec-9cb8-2a0fade828cb,a07006f4-3304-4406-819d-0921767cb4f5,Will Viktor Gyökeres (Sweden) score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
cadaa5f5-c94d-4ba3-8758-c47da0bef49c,a07006f4-3304-4406-819d-0921767cb4f5,Will France have 6 or more corner kicks in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
12f2d03c-6f5a-4176-bdf4-926b41741ddd,a07006f4-3304-4406-819d-0921767cb4f5,Will France win in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
abd59093-ba5b-4947-8923-2513ae203251,a07006f4-3304-4406-819d-0921767cb4f5,Will Alexander Isak (Sweden) have 2 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
45596cfc-fc5e-4588-a690-71d50e147e1a,a07006f4-3304-4406-819d-0921767cb4f5,Will the match have 3 or more total goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
9cc9f5d8-6b2f-4a5a-96f1-84ea7b5875a9,a07006f4-3304-4406-819d-0921767cb4f5,Will France score the first goal of the match?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
8cf30b49-0133-481c-94fe-507bdf509d93,a07006f4-3304-4406-819d-0921767cb4f5,Will both teams score in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
52d5f862-b2c6-4f05-9c41-8d4b150974fc,a07006f4-3304-4406-819d-0921767cb4f5,Will France have 7 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
5464f357-04db-4d93-b147-a79e6fe71e6a,a07006f4-3304-4406-819d-0921767cb4f5,Will there be 5 or more total cards shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
b3bf11ad-9c24-4a88-ba56-f7458050e69b,a07006f4-3304-4406-819d-0921767cb4f5,Will a goal be scored in first-half stoppage (added) time?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
fc83868d-6c29-405c-bb17-2cb74c4de18a,a07006f4-3304-4406-819d-0921767cb4f5,Will there be 4 or more offside calls in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-06-30T21:00:00.000Z
61587b7b-05b3-4213-b521-d0162977620b,b2c86c3b-8060-4173-8321-fb68699210f4,Will a goal be scored in second-half stoppage time?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
ced80060-58e1-426a-be44-e4e9c21d2cee,b2c86c3b-8060-4173-8321-fb68699210f4,Will 2 or more corner kicks be taken before the first hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
860a1474-3bb3-4d06-b9e2-ab291e239dc4,b2c86c3b-8060-4173-8321-fb68699210f4,Will the United States have 6 or more corner kicks in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
d6008186-be02-46a0-8f3c-36a92b90b74f,b2c86c3b-8060-4173-8321-fb68699210f4,Will a substitution be made before halftime?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
619b26a6-2562-4bec-9f98-b7f7f40971b9,b2c86c3b-8060-4173-8321-fb68699210f4,Will there be 5 or more total cards shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
001cdb6c-ef79-44f5-aa21-4e5298d099ab,b2c86c3b-8060-4173-8321-fb68699210f4,Will a penalty kick be awarded OR a red card be shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
4c29ab08-ca3d-470b-97d0-a2815d0ea076,b2c86c3b-8060-4173-8321-fb68699210f4,Will the United States win by 2 or more goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
99dde047-6147-4d00-9e29-8b482e7b81f8,b2c86c3b-8060-4173-8321-fb68699210f4,Will Bosnia and Herzegovina receive more cards than the United States in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
684e0f33-1bb7-42ad-ada3-d56bf1a34610,b2c86c3b-8060-4173-8321-fb68699210f4,Will Folarin Balogun score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
060bce76-0a84-477f-ba6f-c421a1ee53bd,b2c86c3b-8060-4173-8321-fb68699210f4,Will the match have 2 or fewer total goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
0841ea27-cfc2-48f2-ab22-c459b89b2bcb,b2c86c3b-8060-4173-8321-fb68699210f4,Will there be 4 or more offside calls in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
cf910072-29cf-45f6-bd67-d04d47115ecd,b2c86c3b-8060-4173-8321-fb68699210f4,Will Ermedin Demirović have at least 1 shot on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
f96b7297-29cc-4caa-bf00-2fe5fa5dff36,b2c86c3b-8060-4173-8321-fb68699210f4,Will a card be shown in the first half?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
4ad0956e-dd6c-40d0-9762-fd8d96bb83e4,b2c86c3b-8060-4173-8321-fb68699210f4,Will there be 22 or more total shots (on and off target) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
c64a7514-26e5-414b-b383-5c99bf06dc3f,b2c86c3b-8060-4173-8321-fb68699210f4,Will the United States have 6 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-02T00:00:00.000Z
50e7c1e9-5699-4af6-b248-e73b17a48557,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will Mahmoud Trezeguet (Egypt) score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
726d8675-40e8-4010-9d08-42a890f4f4b3,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will the match be tied at halftime?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
9ef7ba30-7ed3-4619-b22d-790d0e89c672,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will the match have 2 or fewer total goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
56dcefe8-b830-4e66-a23c-eba7c3525aee,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will Nestory Irankunda (Australia) have 2 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
03bed111-ecf0-4983-b009-fb744af21280,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will Egypt win in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
576eeb43-30a7-4032-8ccd-bf0e389cfcb0,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will both teams receive at least one card in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
f0a24625-4cc0-44f2-a25a-35659d0c2b7e,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will there be 4 or more total cards shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
83418d99-16ff-4054-b688-0eeaeb6ad937,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will a penalty kick be awarded OR a red card be shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
5a56e10d-51d9-44ea-8e1e-22a68e966f3c,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will Egypt have 5 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
1302cc43-72aa-4013-815d-4cee35349ae2,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will there be 9 or more total corner kicks in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
c1bfe7e5-5fb8-48af-8e31-cf2d12b001e9,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will Egypt score the first goal of the match?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
98a7eed2-6074-4c63-be57-15da97bc4119,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will the second half produce more goals than the first half in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
5b659dfa-fb37-4a8e-bb88-f7d0f99606b8,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will there be 3 or more offside calls in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
62b66a1e-1865-481c-b939-a1b1a2a37c97,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will a substitution be made before halftime?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
e8c8a1cc-e1f0-49d7-8382-bfe3432b0c8c,0bc25d75-319a-493e-86b2-96f84ea9ad55,Will there be 20 or more total shots (on and off target) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T18:00:00.000Z
9844bc2b-4fbd-4457-aca6-7457c3ce5f6d,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Lionel Messi (Argentina) have 3 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
ea296a71-54cd-4899-9172-9fbabac09b84,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will a goal be scored before the first hydration break?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
9c6d6e52-16ff-42c1-b758-afb9943cd40b,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Lautaro Martínez (Argentina) score a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
a9d654cd-6cd4-4afc-b6b2-dd44493e9223,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Argentina keep a clean sheet in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
2f91ea01-f0cf-4782-91a9-67929e81a7be,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Argentina win in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
aaa0e152-6833-4bb7-91e7-a7ea91f0a539,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Cape Verde have 2 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
6be8fa1d-9147-4ad8-ab28-64e5fbb643cf,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Argentina score 3 or more goals in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
60f6a76a-9f20-458f-b153-5ad9bf27b36c,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Argentina score in both halves in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
69616caf-9b07-4d23-9282-2aca8c998480,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Argentina have 8 or more shots on target in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
2c487b3c-4b7d-4e37-88c9-a773faa0ddee,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Julián Álvarez (Argentina) score or assist a goal (excluding own goals) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
28f248b8-10fc-45fc-8a4c-a35908c18d43,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will there be 3 or more total cards shown in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
1af93b86-8ea1-4030-b614-105dd07817ba,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Argentina score the first goal of the match?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
acababe1-851f-433e-9d89-475c08f392d0,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Argentina have 8 or more corner kicks in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
76925538-dec6-4caa-b4d5-4cb1e8e56dfe,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will Argentina be ahead at halftime?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
2c0ffaa7-880d-492e-81a9-fd41caf1499a,9abe28c5-f74a-492f-a6f9-96d9bc03ecec,Will there be 22 or more total shots (on and off target) in regulation (90 minutes + stoppage time)?,50,open,2026-06-10T16:00:00.000Z,2026-07-03T22:00:00.000Z
