file,match,team_a,team_b,team_a_code,team_b_code,date,tournament,group,game_day,venue_raw,venue_city,venue_country,altitude_m,schema_era,post_match_key_used,final_score,match_total_rbp,settled_date,match_submitted,match_is_calibration_only,elo_team_a_pre,elo_team_b_pre,elo_diff,rest_days_a,rest_days_b,rest_days_diff,squad_value_a_eur,squad_value_b_eur,squad_avg_age_a,squad_avg_age_b,fifa_ranking_2025_a,fifa_ranking_2025_b,draw_probability,poisson_lambda_a,poisson_lambda_b,rules_fired_list,rule_fired_count,rule1_fired,rule2_fired,rule3_fired,rule4_fired,rule5_fired,rule6_fired,rule7_fired,rule8_fired,rule9_fired,rule10_fired,rule11_fired,rule12_fired,rule13_fired,rule14_fired,rule15_fired,a_espn_n,a_espn_fouls,a_espn_yellow_cards,a_espn_red_cards,a_espn_offsides,a_espn_corners,a_espn_saves,a_espn_possession_pct,a_espn_total_shots,a_espn_shots_on_target,a_espn_blocked_shots,a_espn_passes,a_espn_pass_pct,a_espn_interceptions,a_espn_effective_tackles,a_espn_clearances,b_espn_n,b_espn_fouls,b_espn_yellow_cards,b_espn_red_cards,b_espn_offsides,b_espn_corners,b_espn_saves,b_espn_possession_pct,b_espn_total_shots,b_espn_shots_on_target,b_espn_blocked_shots,b_espn_passes,b_espn_pass_pct,b_espn_interceptions,b_espn_effective_tackles,b_espn_clearances,question_num,question_text,question_category,confidence,direction,key_drivers,edge_rank,recommended_estimate,our_estimate,submission_diff,submission_error_flag,crowd_estimate,outcome,outcome_known,rbp,beat_crowd,our_brier_score,crowd_brier_score,actually_submitted,is_player_prop,player_key,postmortem_note
sco_mar_2026-06-19.json,SCO-MAR,Scotland,Morocco,SCO,MAR,2026-06-19,,,,,Foxborough,United States,49.0,1,post_match_results,,71.5,,True,False,1852.1502,1984.8491,-132.69889999999987,6,6,0,198149994,456000000,28.7,25.2,43,8,0.29645457128893504,0.8727633064629168,1.4109338210352318,RULE1;RULE14;RULE15;RULE8,4,True,,,,,,,True,,,,,,True,True,1,21.0,3.0,0.0,1.0,3.0,2.0,46.3,9.0,2.0,2.0,374.0,0.8,6.0,5.0,17.0,1,14.0,0.0,0.0,1.0,2.0,4.0,48.6,14.0,3.0,6.0,486.0,0.9,5.0,18.0,17.0,Q7,,,,,,,,0.16,,False,0.24,0,True,5.43,True,0.0256,0.0576,True,False,,Scotland lost 0-1. RULE1 applied: our 0.16 slightly below market 0.13. Well calibrated.
sco_mar_2026-06-19.json,SCO-MAR,Scotland,Morocco,SCO,MAR,2026-06-19,,,,,Foxborough,United States,49.0,1,post_match_results,,71.5,,True,False,1852.1502,1984.8491,-132.69889999999987,6,6,0,198149994,456000000,28.7,25.2,43,8,0.29645457128893504,0.8727633064629168,1.4109338210352318,RULE1;RULE14;RULE15;RULE8,4,True,,,,,,,True,,,,,,True,True,1,21.0,3.0,0.0,1.0,3.0,2.0,46.3,9.0,2.0,2.0,374.0,0.8,6.0,5.0,17.0,1,14.0,0.0,0.0,1.0,2.0,4.0,48.6,14.0,3.0,6.0,486.0,0.9,5.0,18.0,17.0,Q8,,,,,,,,0.55,,False,0.5,0,True,-2.05,False,0.3025,0.25,True,False,,Scotland 0 SOT (!). Our 0.55 badly wrong. Direct Smarkets SOT OU2.5 = 0.5463 we trusted — market was wrong too.
sco_mar_2026-06-19.json,SCO-MAR,Scotland,Morocco,SCO,MAR,2026-06-19,,,,,Foxborough,United States,49.0,1,post_match_results,,71.5,,True,False,1852.1502,1984.8491,-132.69889999999987,6,6,0,198149994,456000000,28.7,25.2,43,8,0.29645457128893504,0.8727633064629168,1.4109338210352318,RULE1;RULE14;RULE15;RULE8,4,True,,,,,,,True,,,,,,True,True,1,21.0,3.0,0.0,1.0,3.0,2.0,46.3,9.0,2.0,2.0,374.0,0.8,6.0,5.0,17.0,1,14.0,0.0,0.0,1.0,2.0,4.0,48.6,14.0,3.0,6.0,486.0,0.9,5.0,18.0,17.0,Q9,,,,,,,,0.37,,False,0.48,0,True,11.94,True,0.1369,0.2304,True,False,,McTominay 0 SOT (Scotland 0 total SOT). Mild RULE15 (-4pp) applied to 0.4115 market → 0.37. Worked.
sco_mar_2026-06-19.json,SCO-MAR,Scotland,Morocco,SCO,MAR,2026-06-19,,,,,Foxborough,United States,49.0,1,post_match_results,,71.5,,True,False,1852.1502,1984.8491,-132.69889999999987,6,6,0,198149994,456000000,28.7,25.2,43,8,0.29645457128893504,0.8727633064629168,1.4109338210352318,RULE1;RULE14;RULE15;RULE8,4,True,,,,,,,True,,,,,,True,True,1,21.0,3.0,0.0,1.0,3.0,2.0,46.3,9.0,2.0,2.0,374.0,0.8,6.0,5.0,17.0,1,14.0,0.0,0.0,1.0,2.0,4.0,48.6,14.0,3.0,6.0,486.0,0.9,5.0,18.0,17.0,Q10,,,,,,,,0.6,,False,0.59,0,True,0.73,True,0.36,0.3481,True,False,,"Morocco only scored in 1H (scored 1, managed game 2H). Both at ~60%; tiny edge."
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q1,,,,,,,,0.4,,False,0.44,0,True,5.95,True,0.16,0.1936,True,False,,
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q2,,,,,,,,0.15,,False,0.45,0,True,20.74,True,0.0225,0.2025,True,False,,2+ offsides family NOW 10/10. AUS 0 offsides. Biggest winner this match.
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q3,,,,,,,,0.47,,False,0.52,0,True,8.01,True,0.2209,0.2704,True,False,,Both goals in 1H. 2H was 0-0.
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q4,,,,,,,,0.62,,False,0.63,0,True,3.03,True,0.3844,0.3969,True,False,,Small beat. We were at 62% (expected YES) but AUS had more 2H SOT despite losing.
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q5,,,,,,,,0.2,,False,0.34,0,True,10.03,True,0.04,0.1156,True,False,,USA corner dominance confirmed. Skellam model nailed it.
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q6,,,,,,,,0.39,,False,0.43,0,True,6.53,True,0.1521,0.1849,True,False,,Direct market read correct. No BTTS (AUS scored 0).
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q7,,,,,,,,0.59,,False,0.62,1,True,-0.01,False,0.1681,0.1444,True,False,,"Essential push. USA won, crowd slightly above us — negligible."
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q8,,,,,,,,0.4,,False,0.45,1,True,-3.06,False,0.36,0.3025,True,False,,Cards came in YES. No referee data available → could not shade up. Would have been lower loss with known referee.
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q9,,,,,,,,0.73,,False,0.65,0,True,-8.39,False,0.5329,0.4225,True,False,,Balogun 0 SOT. Liquid market wrong. USA won 2-0 but Balogun didn't register SOT. Variance — liquid markets can fail on player-level props.
usa_aus_2026-06-19.json,USA-AUS,United States,Australia,USA,AUS,2026-06-19,,,,,Seattle,United States,10.0,1,post_match_results,,,,True,False,1827.4984,1900.7948,-73.29639999999995,7,6,1,356700012,51230000,26.4,27.1,16,27,0.31434703287466126,0.9718260166323213,1.2671108261891242,,0,,,,,,,,,,,,,,,,1,13.0,1.0,0.0,2.0,3.0,1.0,65.3,16.0,6.0,4.0,598.0,0.9,9.0,7.0,15.0,1,12.0,0.0,0.0,1.0,5.0,8.0,28.4,9.0,4.0,1.0,271.0,0.7,7.0,5.0,55.0,Q10,,,,,,,,0.15,,False,0.38,,False,0.0,False,,,True,False,,McGree confirmed not in squad. Platform removed Q10. Berterame pattern #2.
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1,,,,,,,,0.25,,False,0.35,0,True,8.56,True,0.0625,0.1225,True,False,,HAI 14 > BRA 13 fouls. outcome=NO. Beat crowd.
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2,,,,,,,,0.1,,False,0.4,1,True,-42.56,False,0.81,0.36,True,False,,"HAI 4 offsides. outcome=YES. CATASTROPHIC MISS. Worst single question loss ever? We estimated 0.10, crowd 0.40. HAI chased from 0-3 down and pushed high line."
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3,,,,,,,,0.58,,False,0.54,1,True,7.4,True,0.1764,0.2116,True,False,,Haiti got ≥1 SOT in 2H. outcome=YES. Beat crowd slightly.
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4,,,,,,,,0.22,,False,0.32,1,True,-12.03,False,0.6084,0.4624,True,False,,Haiti got 2+ SOT in 2H. outcome=YES. MISS — Haiti was chasing and got shots.
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5,,,,,,,,0.55,,False,0.55,1,True,1.8,True,0.2025,0.2025,True,False,,HAI 3 YC > BRA 1. outcome=YES. Tied.
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6,,,,,,,,0.88,,False,0.86,1,True,1.9,True,0.0144,0.0196,True,False,,BRA 3-0. outcome=YES. Slight beat.
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7,,,,,,,,0.85,,False,0.78,0,True,-10.2,False,0.7225,0.6084,True,False,,"BRA scored ALL 3 in 1H, 0 in 2H. outcome=NO. Big miss. Both us and crowd badly off."
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8,,,,,,,,0.38,,False,0.41,1,True,0.18,True,0.3844,0.3481,True,False,,HAI 4 corners. outcome=YES. Virtually tied.
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9,,,,,,,,0.64,,False,0.59,1,True,6.36,True,0.1296,0.1681,True,False,,BRA 3 goals. outcome=YES. Beat crowd.
bra_hai_2026-06-20.json,BRA-HAI,Brazil,Haiti,BRA,HAI,2026-06-20,,,,,Philadelphia,United States,12.0,1,post_match_results,,-32.11,,True,False,2068.632,1717.2284,351.4036000000001,1,1,0,778500000,,27.0,,6,,0.1495908018936132,2.0961131078381503,0.5874736731726734,RULE10;RULE15;RULE7;RULE8,4,,,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10,,,,,,,,0.25,,False,0.3,0,True,6.46,True,0.0625,0.09,True,False,,Nazon did NOT get SOT. outcome=NO. Beat crowd (we had lower estimate).
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q1,,,,,,,,0.56,,False,0.57,1,True,1.51,True,0.1936,0.1849,True,False,,CIV 7 > GER 5 fouls. outcome=YES.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q2,,,,,,,,0.65,,False,0.65,1,True,2.63,True,0.1225,0.1225,True,False,,Both teams had SOT at HT (CIV scored in 1H; GER was attacking). outcome=YES.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q3,,,,,,,,0.46,,False,0.52,1,True,-3.72,False,0.2916,0.2304,True,False,,2H had 2 goals (GER comeback) vs 1H 1 goal (CIV). outcome=YES. MISS — crowd was closer.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q4,,,,,,,,0.43,,False,0.49,0,True,8.15,True,0.1849,0.2401,True,False,,GER 0 offsides. outcome=NO. Beat crowd.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q5,,,,,,,,0.22,,False,0.27,0,True,4.88,True,0.0484,0.0729,True,False,,GER dominated 2H SOT (7 total vs CIV 2). outcome=NO.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q6,,,,,,,,0.18,,False,0.44,0,True,18.7,True,0.0324,0.1936,True,False,,CIV 1 offside. outcome=NO. MASSIVE beat crowd. 2+ offsides family confirmed again.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q7,,,,,,,,0.53,,False,0.54,0,True,2.65,True,0.2809,0.2916,True,False,,Both teams 0 YC 0 RC. CIV does NOT have more cards. outcome=NO. Bare beat crowd.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q8,,,,,,,,0.66,,False,0.69,1,True,0.07,True,0.1156,0.0961,True,False,,GER 2-1 comeback. outcome=YES.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q9,,,,,,,,0.4,,False,0.46,0,True,7.5,True,0.16,0.2116,True,False,,0 total cards. outcome=NO. Beat crowd.
ger_civ_2026-06-20.json,GER-CIV,Germany,Ivory Coast,GER,CIV,2026-06-20,,,,,Toronto,Canada,76.0,1,post_match_results,,44.16,,True,False,2000.3014,1814.7168,185.58460000000014,6,6,0,773500000,,28.0,,10,,0.24897744363324495,1.5526597595126725,0.7930979464770599,RULE8,1,,,,,,,,True,,,,,,,,1,18.0,0.0,0.0,0.0,8.0,1.0,64.6,26.0,12.0,8.0,637.0,0.9,12.0,13.0,8.0,1,10.0,3.0,0.0,0.0,3.0,1.0,48.4,15.0,4.0,3.0,470.0,0.8,11.0,9.0,29.0,Q10,,,,,,,,0.7,,False,0.69,1,True,1.78,True,0.09,0.0961,True,False,,GER scored both goals in 2H. outcome=YES.
ned_swe_2026-06-20.json,NED-SWE,Netherlands,Sweden,NED,SWE,2026-06-20,,,,,Houston,United States,15.0,1,post_match_results,,32.05,,True,False,2009.2805,1775.251,234.0295000000001,6,6,0,766000000,363980011,27.1,26.4,7,38,0.2197478568866562,1.6949440113850984,0.7265203207749406,RULE15;RULE8,2,,,,,,,,True,,,,,,,True,1,7.0,3.0,0.0,1.0,5.0,1.0,59.8,10.0,6.0,1.0,524.0,0.9,7.0,5.0,23.0,1,10.0,0.0,0.0,3.0,4.0,1.0,48.7,13.0,7.0,3.0,356.0,0.8,6.0,9.0,23.0,Q1,,,,,,,,0.43,,False,0.52,1,True,-6.73,False,0.3249,0.2304,True,False,,NED 3 offsides. outcome=YES. MISS — we were too low vs crowd.
ned_swe_2026-06-20.json,NED-SWE,Netherlands,Sweden,NED,SWE,2026-06-20,,,,,Houston,United States,15.0,1,post_match_results,,32.05,,True,False,2009.2805,1775.251,234.0295000000001,6,6,0,766000000,363980011,27.1,26.4,7,38,0.2197478568866562,1.6949440113850984,0.7265203207749406,RULE15;RULE8,2,,,,,,,,True,,,,,,,True,1,7.0,3.0,0.0,1.0,5.0,1.0,59.8,10.0,6.0,1.0,524.0,0.9,7.0,5.0,23.0,1,10.0,0.0,0.0,3.0,4.0,1.0,48.7,13.0,7.0,3.0,356.0,0.8,6.0,9.0,23.0,Q2,,,,,,,,0.79,,False,0.73,1,True,5.05,True,0.0441,0.0729,True,False,,"Both scored in 2H (NED 3, SWE 1). outcome=YES. Beat crowd."
