date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1985-09-25,Spain,Iceland,2,1,FIFA World Cup qualification,Seville,Spain,FALSE
1985-10-30,France,Luxembourg,6,0,FIFA World Cup qualification,Paris,France,FALSE
1985-11-06,France,Yugoslavia,2,0,FIFA World Cup qualification,Paris,France,FALSE
1985-11-20,Spain,Austria,0,0,Friendly,Zaragoza,Spain,FALSE
1985-12-18,Spain,Bulgaria,2,0,Friendly,Valencia,Spain,FALSE
1986-01-22,Spain,Russia,2,0,Friendly,Las Palmas,Spain,FALSE
1986-02-19,Spain,Belgium,3,0,Friendly,Elche,Spain,FALSE
1986-02-26,France,Northern Ireland,0,0,Friendly,Paris,France,FALSE
1986-03-26,France,Argentina,2,0,Friendly,Paris,France,FALSE
1986-03-26,Spain,Poland,3,0,Friendly,Cádiz,Spain,FALSE
1986-06-01,Canada,France,0,1,FIFA World Cup,León,Mexico,TRUE
1986-06-01,Spain,Brazil,0,1,FIFA World Cup,Guadalajara,Mexico,TRUE
1986-06-05,France,Russia,1,1,FIFA World Cup,León,Mexico,TRUE
1986-06-07,Northern Ireland,Spain,1,2,FIFA World Cup,Guadalajara,Mexico,TRUE
1986-06-09,Hungary,France,0,3,FIFA World Cup,León,Mexico,TRUE
1986-06-12,Algeria,Spain,0,3,FIFA World Cup,Monterrey,Mexico,TRUE
1986-06-17,Italy,France,0,2,FIFA World Cup,Mexico City,Mexico,TRUE
1986-06-18,Denmark,Spain,1,5,FIFA World Cup,Querétaro,Mexico,TRUE
1986-06-21,Brazil,France,1,1,FIFA World Cup,Guadalajara,Mexico,TRUE
1986-06-22,Spain,Belgium,1,1,FIFA World Cup,Puebla,Mexico,TRUE
1986-06-25,France,Germany,0,2,FIFA World Cup,Guadalajara,Mexico,TRUE
1986-06-28,France,Belgium,4,2,FIFA World Cup,Puebla,Mexico,TRUE
1986-08-19,Switzerland,France,2,0,Friendly,Lausanne,Switzerland,FALSE
1986-09-10,Iceland,France,0,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE
1986-09-24,Spain,Greece,3,1,Friendly,Gijón,Spain,FALSE
1986-10-11,France,Russia,0,2,UEFA Euro qualification,Paris,France,FALSE
1986-10-15,Germany,Spain,2,2,Friendly,Hanover,Germany,FALSE
1986-11-12,Spain,Romania,1,0,UEFA Euro qualification,Seville,Spain,FALSE
1986-11-19,German DR,France,0,0,UEFA Euro qualification,Leipzig,German DR,FALSE
1986-12-03,Albania,Spain,1,2,UEFA Euro qualification,Tirana,Albania,FALSE
1987-01-21,Spain,Netherlands,1,1,Friendly,Barcelona,Spain,FALSE
1987-02-18,Spain,England,2,4,Friendly,Madrid,Spain,FALSE
1987-04-01,Austria,Spain,2,3,UEFA Euro qualification,Vienna,Austria,FALSE
1987-04-29,France,Iceland,2,0,UEFA Euro qualification,Paris,France,FALSE
1987-04-29,Romania,Spain,3,1,UEFA Euro qualification,Bucharest,Romania,FALSE
1987-06-16,Norway,France,2,0,UEFA Euro qualification,Oslo,Norway,FALSE
1987-08-12,Germany,France,2,1,Friendly,Berlin,Germany,FALSE
1987-09-09,Russia,France,1,1,UEFA Euro qualification,Moscow,Soviet Union,FALSE
1987-09-23,Spain,Luxembourg,2,0,Friendly,Castellón de la Plana,Spain,FALSE
1987-10-14,France,Norway,1,1,UEFA Euro qualification,Paris,France,FALSE
1987-10-14,Spain,Austria,2,0,UEFA Euro qualification,Seville,Spain,FALSE
1987-11-18,France,German DR,0,1,UEFA Euro qualification,Paris,France,FALSE
1987-11-18,Spain,Albania,5,0,UEFA Euro qualification,Seville,Spain,FALSE
1988-01-27,Israel,France,1,1,Friendly,Ramat Gan,Israel,FALSE
1988-01-27,Spain,German DR,0,0,Friendly,Valencia,Spain,FALSE
1988-02-02,France,Switzerland,2,1,Tournoi de France,Toulouse,France,FALSE
1988-02-05,France,Morocco,2,1,Tournoi de France,Monaco,Monaco,TRUE
1988-02-24,Spain,Czechoslovakia,1,2,Friendly,Málaga,Spain,FALSE
1988-03-23,France,Spain,2,1,Friendly,Bordeaux,France,FALSE
1988-04-27,Northern Ireland,France,0,0,Friendly,Belfast,Northern Ireland,FALSE
1988-04-27,Spain,Scotland,0,0,Friendly,Madrid,Spain,FALSE
1988-06-01,Spain,Sweden,1,3,Friendly,Salamanca,Spain,FALSE
1988-06-05,Switzerland,Spain,1,1,Friendly,Basel,Switzerland,FALSE
1988-06-11,Denmark,Spain,2,3,UEFA Euro,Hanover,Germany,TRUE
1988-06-14,Italy,Spain,1,0,UEFA Euro,Frankfurt,Germany,TRUE
1988-06-17,Germany,Spain,2,0,UEFA Euro,Munich,Germany,FALSE
1988-08-24,France,Czechoslovakia,1,1,Friendly,Paris,France,FALSE
1988-09-14,Spain,Yugoslavia,1,2,Friendly,Oviedo,Spain,FALSE
1988-09-28,France,Norway,1,0,FIFA World Cup qualification,Paris,France,FALSE
1988-10-12,Spain,Argentina,1,1,Friendly,Seville,Spain,FALSE
1988-10-22,Cyprus,France,1,1,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
1988-11-16,Spain,Republic of Ireland,2,0,FIFA World Cup qualification,Seville,Spain,FALSE
1988-11-19,Yugoslavia,France,3,2,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE
1988-12-21,Spain,Northern Ireland,4,0,FIFA World Cup qualification,Seville,Spain,FALSE
1989-01-22,Malta,Spain,0,2,FIFA World Cup qualification,Attard,Malta,FALSE
1989-02-07,Republic of Ireland,France,0,0,Friendly,Dublin,Republic of Ireland,FALSE
1989-02-08,Northern Ireland,Spain,0,2,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
1989-03-08,Scotland,France,2,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
1989-03-23,Spain,Malta,4,0,FIFA World Cup qualification,Seville,Spain,FALSE
1989-04-26,Republic of Ireland,Spain,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
1989-04-29,France,Yugoslavia,0,0,FIFA World Cup qualification,Paris,France,FALSE
1989-08-16,Sweden,France,2,4,Friendly,Malmö,Sweden,FALSE
1989-09-05,Norway,France,1,1,FIFA World Cup qualification,Oslo,Norway,FALSE
1989-09-20,Spain,Poland,1,0,Friendly,A Coruña,Spain,FALSE
1989-10-11,France,Scotland,3,0,FIFA World Cup qualification,Paris,France,FALSE
1989-10-11,Hungary,Spain,2,2,FIFA World Cup qualification,Budapest,Hungary,FALSE
1989-11-15,Spain,Hungary,4,0,FIFA World Cup qualification,Seville,Spain,FALSE
1989-11-18,France,Cyprus,2,0,FIFA World Cup qualification,Toulouse,France,FALSE
1989-12-13,Spain,Switzerland,2,1,Friendly,Santa Cruz de Tenerife,Spain,FALSE
1990-01-21,Kuwait,France,0,1,Friendly,Kuwait City,Kuwait,FALSE
1990-01-24,France,German DR,3,0,Friendly,Kuwait City,Kuwait,TRUE
1990-02-21,Spain,Czechoslovakia,1,0,Friendly,Alicante,Spain,FALSE
1990-02-28,France,Germany,2,1,Friendly,Montpellier,France,FALSE
1990-03-28,Hungary,France,1,3,Friendly,Budapest,Hungary,FALSE
1990-03-28,Spain,Austria,2,3,Friendly,Málaga,Spain,FALSE
1990-05-26,Yugoslavia,Spain,0,1,Friendly,Ljubljana,Yugoslavia,FALSE
1990-06-13,Uruguay,Spain,0,0,FIFA World Cup,Udine,Italy,TRUE
1990-06-17,South Korea,Spain,1,3,FIFA World Cup,Udine,Italy,TRUE
1990-06-21,Belgium,Spain,1,2,FIFA World Cup,Verona,Italy,TRUE
1990-06-26,Spain,Yugoslavia,1,2,FIFA World Cup,Verona,Italy,TRUE
1990-08-15,France,Poland,0,0,Friendly,Paris,France,FALSE
1990-09-05,Iceland,France,1,2,UEFA Euro qualification,Reykjavík,Iceland,FALSE
1990-09-12,Spain,Brazil,3,0,Friendly,Gijón,Spain,FALSE
1990-10-10,Spain,Iceland,2,1,UEFA Euro qualification,Seville,Spain,FALSE
1990-10-13,France,Czechoslovakia,2,1,UEFA Euro qualification,Paris,France,FALSE
1990-11-14,Czechoslovakia,Spain,3,2,UEFA Euro qualification,Prague,Czechoslovakia,FALSE
1990-11-17,Albania,France,0,1,UEFA Euro qualification,Tirana,Albania,FALSE
1990-12-19,Spain,Albania,9,0,UEFA Euro qualification,Seville,Spain,FALSE
1991-01-16,Spain,Portugal,1,1,Friendly,Castellón de la Plana,Spain,FALSE
1991-02-20,France,Spain,3,1,UEFA Euro qualification,Paris,France,FALSE
1991-03-27,Spain,Hungary,2,4,Friendly,Santander,Spain,FALSE
1991-03-30,France,Albania,5,0,UEFA Euro qualification,Paris,France,FALSE
1991-04-17,Spain,Romania,0,2,Friendly,Cáceres,Spain,FALSE
1991-08-14,Poland,France,1,5,Friendly,Poznań,Poland,FALSE
1991-09-04,Czechoslovakia,France,1,2,UEFA Euro qualification,Bratislava,Czechoslovakia,FALSE
1991-09-04,Spain,Uruguay,2,1,Friendly,Oviedo,Spain,FALSE
1991-09-25,Iceland,Spain,2,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE
1991-10-12,Spain,France,1,2,UEFA Euro qualification,Seville,Spain,FALSE
1991-11-13,Spain,Czechoslovakia,2,1,UEFA Euro qualification,Seville,Spain,FALSE
1991-11-20,France,Iceland,3,1,UEFA Euro qualification,Paris,France,FALSE
1992-01-15,Portugal,Spain,0,0,Friendly,Torres Novas,Portugal,FALSE
1992-02-19,England,France,2,0,Friendly,London,England,FALSE
1992-02-19,Spain,Russia,1,1,Friendly,Valencia,Spain,FALSE
1992-03-11,Spain,United States,2,0,Friendly,Valladolid,Spain,FALSE
1992-03-25,France,Belgium,3,3,Friendly,Paris,France,FALSE
1992-04-22,Spain,Albania,3,0,FIFA World Cup qualification,Seville,Spain,FALSE
1992-05-27,Switzerland,France,2,1,Friendly,Lausanne,Switzerland,FALSE
1992-06-05,France,Netherlands,1,1,Friendly,Lens,France,FALSE
1992-06-10,Sweden,France,1,1,UEFA Euro,Solna,Sweden,FALSE
1992-06-14,France,England,0,0,UEFA Euro,Malmö,Sweden,TRUE
1992-06-17,France,Denmark,1,2,UEFA Euro,Malmö,Sweden,TRUE
1992-08-26,France,Brazil,0,2,Friendly,Paris,France,FALSE
1992-09-09,Bulgaria,France,2,0,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
1992-09-09,Spain,England,1,0,Friendly,Santander,Spain,FALSE
1992-09-23,Latvia,Spain,0,0,FIFA World Cup qualification,Riga,Latvia,FALSE
1992-10-14,France,Austria,2,0,FIFA World Cup qualification,Paris,France,FALSE
1992-10-14,Northern Ireland,Spain,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
1992-11-14,France,Finland,2,1,FIFA World Cup qualification,Paris,France,FALSE
1992-11-18,Spain,Republic of Ireland,0,0,FIFA World Cup qualification,Seville,Spain,FALSE
1992-12-16,Spain,Latvia,5,0,FIFA World Cup qualification,Seville,Spain,FALSE
1993-01-27,Spain,Mexico,1,1,Friendly,Las Palmas,Spain,FALSE
1993-02-17,Israel,France,0,4,FIFA World Cup qualification,Ramat Gan,Israel,FALSE
1993-02-24,Spain,Lithuania,5,0,FIFA World Cup qualification,Seville,Spain,FALSE
1993-03-27,Austria,France,0,1,FIFA World Cup qualification,Vienna,Austria,FALSE
1993-03-31,Denmark,Spain,1,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
1993-04-28,France,Sweden,2,1,FIFA World Cup qualification,Paris,France,FALSE
1993-04-28,Spain,Northern Ireland,3,1,FIFA World Cup qualification,Seville,Spain,FALSE
1993-06-02,Lithuania,Spain,0,2,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
1993-07-28,France,Russia,3,1,Friendly,Caen,France,FALSE
1993-08-22,Sweden,France,1,1,FIFA World Cup qualification,Solna,Sweden,FALSE
1993-09-08,Finland,France,0,2,FIFA World Cup qualification,Tampere,Finland,FALSE
1993-09-08,Spain,Chile,2,0,Friendly,Alicante,Spain,FALSE
1993-09-22,Albania,Spain,1,5,FIFA World Cup qualification,Tirana,Albania,FALSE
1993-10-13,France,Israel,2,3,FIFA World Cup qualification,Paris,France,FALSE
1993-10-13,Republic of Ireland,Spain,1,3,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
1993-11-17,France,Bulgaria,1,2,FIFA World Cup qualification,Paris,France,FALSE
1993-11-17,Spain,Denmark,1,0,FIFA World Cup qualification,Seville,Spain,FALSE
1994-01-19,Spain,Portugal,2,2,Friendly,Vigo,Spain,FALSE
1994-02-09,Spain,Poland,1,1,Friendly,Santa Cruz de Tenerife,Spain,FALSE
1994-02-16,Italy,France,0,1,Friendly,Naples,Italy,FALSE
1994-03-22,France,Chile,3,1,Friendly,Lyon,France,FALSE
1994-03-23,Spain,Croatia,0,2,Friendly,Valencia,Spain,FALSE
1994-05-26,Australia,France,0,1,Kirin Cup,Kobe,Japan,TRUE
1994-05-29,Japan,France,1,4,Kirin Cup,Tokyo,Japan,FALSE
1994-06-02,Finland,Spain,1,2,Friendly,Tampere,Finland,FALSE
1994-06-10,Canada,Spain,0,2,Friendly,Montreal,Canada,FALSE
1994-06-17,Spain,South Korea,2,2,FIFA World Cup,Dallas,United States,TRUE
1994-06-21,Germany,Spain,1,1,FIFA World Cup,Chicago,United States,TRUE
1994-06-27,Bolivia,Spain,1,3,FIFA World Cup,Chicago,United States,TRUE
1994-07-02,Spain,Switzerland,3,0,FIFA World Cup,"Washington, D.C.",United States,TRUE
1994-07-09,Italy,Spain,2,1,FIFA World Cup,Foxborough,United States,TRUE
1994-08-17,France,Czech Republic,2,2,Friendly,Bordeaux,France,FALSE
1994-09-07,Cyprus,Spain,1,2,UEFA Euro qualification,Limassol,Cyprus,FALSE
1994-09-07,Slovakia,France,0,0,UEFA Euro qualification,Bratislava,Slovakia,FALSE
1994-10-08,France,Romania,0,0,UEFA Euro qualification,Saint-Étienne,France,FALSE
1994-10-12,North Macedonia,Spain,0,2,UEFA Euro qualification,Skopje,North Macedonia,FALSE
1994-11-16,Poland,France,0,0,UEFA Euro qualification,Zabrze,Poland,FALSE
1994-11-16,Spain,Denmark,3,0,UEFA Euro qualification,Seville,Spain,FALSE
1994-11-30,Spain,Finland,2,0,Friendly,Málaga,Spain,FALSE
1994-12-13,Azerbaijan,France,0,2,UEFA Euro qualification,Trabzon,Turkey,TRUE
1994-12-17,Belgium,Spain,1,4,UEFA Euro qualification,Brussels,Belgium,FALSE
1995-01-18,Netherlands,France,0,1,Friendly,Utrecht,Netherlands,FALSE
1995-01-18,Spain,Uruguay,2,2,Friendly,A Coruña,Spain,FALSE
1995-02-22,Spain,Germany,0,0,Friendly,Jerez de la Frontera,Spain,FALSE
1995-03-29,Israel,France,0,0,UEFA Euro qualification,Ramat Gan,Israel,FALSE
1995-03-29,Spain,Belgium,1,1,UEFA Euro qualification,Seville,Spain,FALSE
1995-04-26,Armenia,Spain,0,2,UEFA Euro qualification,Yerevan,Armenia,FALSE
1995-04-26,France,Slovakia,4,0,UEFA Euro qualification,Nantes,France,FALSE
1995-06-07,Spain,Armenia,1,0,UEFA Euro qualification,Seville,Spain,FALSE
1995-07-22,Norway,France,0,0,Friendly,Oslo,Norway,FALSE
1995-08-16,France,Poland,1,1,UEFA Euro qualification,Paris,France,FALSE
1995-09-06,France,Azerbaijan,10,0,UEFA Euro qualification,Auxerre,France,FALSE
1995-09-06,Spain,Cyprus,6,0,UEFA Euro qualification,Granada,Spain,FALSE
1995-09-20,Spain,Argentina,2,1,Friendly,Madrid,Spain,FALSE
1995-10-11,Denmark,Spain,1,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE
1995-10-11,Romania,France,1,3,UEFA Euro qualification,Bucharest,Romania,FALSE
1995-11-15,France,Israel,2,0,UEFA Euro qualification,Caen,France,FALSE
1995-11-15,Spain,North Macedonia,3,0,UEFA Euro qualification,Elche,Spain,FALSE
1996-02-07,Spain,Norway,1,0,Friendly,Las Palmas,Spain,FALSE
1996-02-21,France,Greece,3,1,Friendly,Nîmes,France,FALSE
1996-03-27,Belgium,France,0,2,Friendly,Brussels,Belgium,FALSE
1996-04-24,Norway,Spain,0,0,Friendly,Oslo,Norway,FALSE
1996-05-29,France,Finland,2,0,Friendly,Strasbourg,France,FALSE
1996-06-01,Germany,France,0,1,Friendly,Stuttgart,Germany,FALSE
1996-06-05,France,Armenia,2,0,Friendly,Villeneuve-d'Ascq,France,FALSE
1996-06-09,Spain,Bulgaria,1,1,UEFA Euro,Leeds,England,TRUE
1996-06-10,Romania,France,0,1,UEFA Euro,Newcastle,England,TRUE
1996-06-15,France,Spain,1,1,UEFA Euro,Leeds,England,TRUE
1996-06-18,France,Bulgaria,3,1,UEFA Euro,Newcastle,England,TRUE
1996-06-18,Romania,Spain,1,2,UEFA Euro,Leeds,England,TRUE
1996-06-22,England,Spain,0,0,UEFA Euro,London,England,FALSE
1996-06-22,France,Netherlands,0,0,UEFA Euro,Liverpool,England,TRUE
1996-06-26,France,Czech Republic,0,0,UEFA Euro,Manchester,England,TRUE
1996-08-31,France,Mexico,2,0,Friendly,Paris,France,FALSE
1996-09-04,Faroe Islands,Spain,2,6,FIFA World Cup qualification,Toftir,Faroe Islands,FALSE
1996-10-09,Czech Republic,Spain,0,0,FIFA World Cup qualification,Prague,Czech Republic,FALSE
1996-10-09,France,Turkey,4,0,Friendly,Paris,France,FALSE
1996-11-09,Denmark,France,1,0,Friendly,Copenhagen,Denmark,FALSE
1996-11-13,Spain,Slovakia,4,1,FIFA World Cup qualification,Santa Cruz de Tenerife,Spain,FALSE
1996-12-14,Spain,Serbia,2,0,FIFA World Cup qualification,Valencia,Spain,FALSE
1996-12-18,Malta,Spain,0,3,FIFA World Cup qualification,Attard,Malta,FALSE
1997-01-22,Portugal,France,0,2,Friendly,Braga,Portugal,FALSE
1997-02-12,Spain,Malta,4,0,FIFA World Cup qualification,Alicante,Spain,FALSE
1997-02-26,France,Netherlands,2,1,Friendly,Paris,France,FALSE
1997-04-02,France,Sweden,1,0,Friendly,Paris,France,FALSE
1997-04-30,Serbia,Spain,1,1,FIFA World Cup qualification,Belgrade,FR Yugoslavia,FALSE
1997-06-03,France,Brazil,1,1,Tournoi de France,Lyon,France,FALSE
1997-06-07,France,England,0,1,Tournoi de France,Montpellier,France,FALSE
1997-06-08,Spain,Czech Republic,1,0,FIFA World Cup qualification,Valladolid,Spain,FALSE
1997-06-11,France,Italy,2,2,Tournoi de France,Paris,France,FALSE
1997-09-24,Slovakia,Spain,1,2,FIFA World Cup qualification,Bratislava,Slovakia,FALSE
1997-10-11,France,South Africa,2,1,Friendly,Lens,France,FALSE
1997-10-11,Spain,Faroe Islands,3,1,FIFA World Cup qualification,Gijón,Spain,FALSE
1997-11-12,France,Scotland,2,1,Friendly,Saint-Étienne,France,FALSE
1997-11-19,Spain,Romania,1,1,Friendly,Palma de Mallorca,Spain,FALSE
1998-01-28,France,Spain,1,0,Friendly,Saint-Denis,France,FALSE
1998-02-25,France,Norway,3,3,Friendly,Marseille,France,FALSE
1998-03-25,Russia,France,1,0,Friendly,Moscow,Russia,FALSE
1998-03-25,Spain,Sweden,4,0,Friendly,Vigo,Spain,FALSE
1998-04-22,Sweden,France,0,0,Friendly,Solna,Sweden,FALSE
1998-05-27,Belgium,France,0,1,King Hassan II Tournament,Casablanca,Morocco,TRUE
1998-05-29,Morocco,France,2,2,King Hassan II Tournament,Casablanca,Morocco,FALSE
1998-06-03,Spain,Northern Ireland,4,1,Friendly,Santander,Spain,FALSE
1998-06-05,Finland,France,0,1,Friendly,Helsinki,Finland,FALSE
1998-06-12,France,South Africa,3,0,FIFA World Cup,Marseille,France,FALSE
1998-06-13,Spain,Nigeria,2,3,FIFA World Cup,Nantes,France,TRUE
1998-06-18,France,Saudi Arabia,4,0,FIFA World Cup,Saint-Denis,France,FALSE
1998-06-19,Spain,Paraguay,0,0,FIFA World Cup,Saint-Étienne,France,TRUE
1998-06-24,France,Denmark,2,1,FIFA World Cup,Lyon,France,FALSE
1998-06-24,Spain,Bulgaria,6,1,FIFA World Cup,Lens,France,TRUE
1998-06-28,France,Paraguay,1,0,FIFA World Cup,Lens,France,FALSE
1998-07-03,France,Italy,0,0,FIFA World Cup,Saint-Denis,France,FALSE
1998-07-08,France,Croatia,2,1,FIFA World Cup,Saint-Denis,France,FALSE
1998-07-12,France,Brazil,3,0,FIFA World Cup,Saint-Denis,France,FALSE
1998-08-19,Austria,France,2,2,Friendly,Vienna,Austria,FALSE
1998-09-05,Cyprus,Spain,3,2,UEFA Euro qualification,Larnaca,Cyprus,FALSE
1998-09-05,Iceland,France,1,1,UEFA Euro qualification,Reykjavík,Iceland,FALSE
1998-09-23,Spain,Russia,1,0,Friendly,Granada,Spain,FALSE
1998-10-10,Russia,France,2,3,UEFA Euro qualification,Moscow,Russia,FALSE
1998-10-14,France,Andorra,2,0,UEFA Euro qualification,Saint-Denis,France,FALSE
1998-10-14,Israel,Spain,1,2,UEFA Euro qualification,Ramat Gan,Israel,FALSE
1998-11-18,Italy,Spain,2,2,Friendly,Salerno,Italy,FALSE
1999-01-20,France,Morocco,1,0,Friendly,Marseille,France,FALSE
1999-02-10,England,France,0,2,Friendly,London,England,FALSE
1999-03-27,France,Ukraine,0,0,UEFA Euro qualification,Saint-Denis,France,FALSE
1999-03-27,Spain,Austria,9,0,UEFA Euro qualification,Valencia,Spain,FALSE
1999-03-31,France,Armenia,2,0,UEFA Euro qualification,Saint-Denis,France,FALSE
1999-03-31,San Marino,Spain,0,6,UEFA Euro qualification,Serravalle,San Marino,FALSE
1999-05-05,Spain,Croatia,3,1,Friendly,Seville,Spain,FALSE
1999-06-05,France,Russia,2,3,UEFA Euro qualification,Saint-Denis,France,FALSE
1999-06-05,Spain,San Marino,9,0,UEFA Euro qualification,Villarreal,Spain,FALSE
1999-06-09,Andorra,France,0,1,UEFA Euro qualification,Barcelona,Spain,TRUE
1999-08-18,Northern Ireland,France,0,1,Friendly,Belfast,Northern Ireland,FALSE
1999-08-18,Poland,Spain,1,2,Friendly,Warsaw,Poland,FALSE
1999-09-04,Austria,Spain,1,3,UEFA Euro qualification,Vienna,Austria,FALSE
1999-09-04,Ukraine,France,0,0,UEFA Euro qualification,Kyiv,Ukraine,FALSE
1999-09-08,Armenia,France,2,3,UEFA Euro qualification,Yerevan,Armenia,FALSE
1999-09-08,Spain,Cyprus,8,0,UEFA Euro qualification,Badajoz,Spain,FALSE
1999-10-09,France,Iceland,3,2,UEFA Euro qualification,Saint-Denis,France,FALSE
1999-10-10,Spain,Israel,3,0,UEFA Euro qualification,Albacete,Spain,FALSE
1999-11-13,France,Croatia,3,0,Friendly,Saint-Denis,France,FALSE
1999-11-13,Spain,Brazil,0,0,Friendly,Vigo,Spain,FALSE
1999-11-17,Spain,Argentina,0,2,Friendly,Seville,Spain,FALSE
2000-01-26,Spain,Poland,3,0,Friendly,Cartagena,Spain,FALSE
2000-02-23,Croatia,Spain,0,0,Friendly,Split,Croatia,FALSE
2000-02-23,France,Poland,1,0,Friendly,Saint-Denis,France,FALSE
2000-03-29,Scotland,France,0,2,Friendly,Glasgow,Scotland,FALSE
2000-03-29,Spain,Italy,2,0,Friendly,Barcelona,Spain,FALSE
2000-04-26,France,Slovenia,3,2,Friendly,Saint-Denis,France,FALSE
2000-05-28,Croatia,France,0,2,Friendly,Zagreb,Croatia,FALSE
2000-06-03,Sweden,Spain,1,1,Friendly,Gothenburg,Sweden,FALSE
2000-06-04,France,Japan,2,2,King Hassan II Tournament,Casablanca,Morocco,TRUE
2000-06-06,Morocco,France,1,5,King Hassan II Tournament,Casablanca,Morocco,FALSE
2000-06-07,Luxembourg,Spain,0,1,Friendly,Luxembourg,Luxembourg,FALSE
2000-06-11,France,Denmark,3,0,UEFA Euro,Bruges,Belgium,TRUE
2000-06-13,Spain,Norway,0,1,UEFA Euro,Rotterdam,Netherlands,TRUE
2000-06-16,Czech Republic,France,1,2,UEFA Euro,Bruges,Belgium,TRUE
2000-06-18,Slovenia,Spain,1,2,UEFA Euro,Amsterdam,Netherlands,TRUE
2000-06-21,Netherlands,France,3,2,UEFA Euro,Amsterdam,Netherlands,FALSE
2000-06-21,Serbia,Spain,3,4,UEFA Euro,Bruges,Belgium,TRUE
2000-06-25,Spain,France,1,2,UEFA Euro,Bruges,Belgium,TRUE
2000-06-28,France,Portugal,2,1,UEFA Euro,Brussels,Belgium,TRUE
2000-07-02,France,Italy,2,1,UEFA Euro,Rotterdam,Netherlands,TRUE
2000-08-16,Germany,Spain,4,1,Friendly,Hanover,Germany,FALSE
2000-09-02,Bosnia and Herzegovina,Spain,1,2,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,FALSE
2000-09-02,France,England,1,1,Friendly,Saint-Denis,France,FALSE
2000-10-04,France,Cameroon,1,1,Friendly,Saint-Denis,France,FALSE
2000-10-07,South Africa,France,0,0,Friendly,Johannesburg,South Africa,FALSE
2000-10-07,Spain,Israel,2,0,FIFA World Cup qualification,Madrid,Spain,FALSE
2000-10-11,Austria,Spain,1,1,FIFA World Cup qualification,Vienna,Austria,FALSE
2000-11-15,Spain,Netherlands,1,2,Friendly,Seville,Spain,FALSE
2000-11-15,Turkey,France,0,4,Friendly,Istanbul,Turkey,FALSE
2001-02-27,France,Germany,1,0,Friendly,Saint-Denis,France,FALSE
2001-02-28,England,Spain,3,0,Friendly,Birmingham,England,FALSE
2001-03-24,France,Japan,5,0,Friendly,Saint-Denis,France,FALSE
2001-03-24,Spain,Liechtenstein,5,0,FIFA World Cup qualification,Alicante,Spain,FALSE
2001-03-28,Spain,France,2,1,Friendly,Valencia,Spain,FALSE
2001-04-25,France,Portugal,4,0,Friendly,Saint-Denis,France,FALSE
2001-04-25,Spain,Japan,1,0,Friendly,Córdoba,Spain,FALSE
2001-05-30,South Korea,France,0,5,Confederations Cup,Daegu,South Korea,FALSE
2001-06-01,Australia,France,1,0,Confederations Cup,Daegu,South Korea,TRUE
2001-06-02,Spain,Bosnia and Herzegovina,4,1,FIFA World Cup qualification,Oviedo,Spain,FALSE
2001-06-03,France,Mexico,4,0,Confederations Cup,Ulsan,South Korea,TRUE
2001-06-06,Israel,Spain,1,1,FIFA World Cup qualification,Ramat Gan,Israel,FALSE
2001-06-07,France,Brazil,2,1,Confederations Cup,Suwon,South Korea,TRUE
2001-06-10,Japan,France,0,1,Confederations Cup,Yokohama,Japan,FALSE
2001-08-15,France,Denmark,1,0,Friendly,Nantes,France,FALSE
2001-09-01,Chile,France,2,1,Friendly,Santiago,Chile,FALSE
2001-09-01,Spain,Austria,4,0,FIFA World Cup qualification,Valencia,Spain,FALSE
2001-09-05,Liechtenstein,Spain,0,2,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
2001-10-06,France,Algeria,4,1,Friendly,Saint-Denis,France,FALSE
2001-11-11,Australia,France,1,1,Friendly,Melbourne,Australia,FALSE
2001-11-14,Spain,Mexico,1,0,Friendly,Huelva,Spain,FALSE
2002-02-13,France,Romania,2,1,Friendly,Saint-Denis,France,FALSE
2002-02-13,Spain,Portugal,1,1,Friendly,Barcelona,Spain,FALSE
2002-03-27,France,Scotland,5,0,Friendly,Saint-Denis,France,FALSE
2002-03-27,Netherlands,Spain,1,0,Friendly,Rotterdam,Netherlands,FALSE
2002-04-17,France,Russia,0,0,Friendly,Saint-Denis,France,FALSE
2002-04-17,Northern Ireland,Spain,0,5,Friendly,Belfast,Northern Ireland,FALSE
2002-05-18,France,Belgium,1,2,Friendly,Saint-Denis,France,FALSE
2002-05-26,South Korea,France,2,3,Friendly,Suwon,South Korea,FALSE
2002-05-31,France,Senegal,0,1,FIFA World Cup,Seoul,South Korea,TRUE
2002-06-02,Spain,Slovenia,3,1,FIFA World Cup,Gwangju,South Korea,TRUE
