player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
252345,Ken,Sema,Ken Sema,2025,45457,ken-sema,Sweden,Norrköping,Sweden,1993-09-30 00:00:00,Left-Back,Defender,left,180,2027-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/252345-1758221507.jpg?lm=1,32,5,3557,https://www.transfermarkt.co.uk/ken-sema/profil/spieler/252345,,,2500000,5000000
253367,Cristian,Avram,Cristian Avram,2025,44360,cristian-avram,Moldova,Anenii Noi,Moldova,1994-07-27 00:00:00,Goalkeeper,Goalkeeper,right,193,2026-06-30 00:00:00,The 11,https://img.a.transfermarkt.technology/portrait/header/253367-1657780783.png?lm=1,16,0,6090,https://www.transfermarkt.co.uk/cristian-avram/profil/spieler/253367,,,,
253603,Magamed,Uzdenov,Magamed Uzdenov,2025,127001,magamed-uzdenov,Kyrgyzstan,Bishkek,Kyrgyzstan,1994-02-25 00:00:00,Central Midfield,Midfield,right,188,2026-11-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/253603-1744348099.png?lm=1,10,0,3956,https://www.transfermarkt.co.uk/magamed-uzdenov/profil/spieler/253603,,,,
254761,,Fernando,Fernando,2025,34329,fernando,Brazil,"Salvador, Bahia",Hongkong,1986-11-14 00:00:00,Central Midfield,Midfield,left,179,,,https://img.a.transfermarkt.technology/portrait/header/254761-1634577084.jpg?lm=1,25,1,15977,https://www.transfermarkt.co.uk/fernando/profil/spieler/254761,,,,
255119,Elias,Dolah,Elias Dolah,2025,25444,elias-dolah,Sweden,Lund,Thailand,1993-04-24 00:00:00,Centre-Back,Defender,right,196,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/255119-1737534337.png?lm=1,25,1,5676,https://www.transfermarkt.co.uk/elias-dolah/profil/spieler/255119,,,,
255788,Cameron,Burgess,Cameron Burgess,2025,2288,cameron-burgess,Scotland,Aberdeen,Australia,1995-10-21 00:00:00,Centre-Back,Defender,left,194,2028-06-30 00:00:00,Murdock Sports Group,https://img.a.transfermarkt.technology/portrait/header/255788-1664180001.jpg?lm=1,25,0,3433,https://www.transfermarkt.co.uk/cameron-burgess/profil/spieler/255788,GB1,Swansea City,500000,500000
255957,Mahir,Emreli,Mahir Emreli,2025,2,mahir-emreli,Russia,Tver,Azerbaijan,1997-07-01 00:00:00,Centre-Forward,Attack,left,187,2027-06-30 00:00:00,MVP Agency,https://img.a.transfermarkt.technology/portrait/header/255957-1754512100.jpg?lm=1,59,6,8605,https://www.transfermarkt.co.uk/mahir-emreli/profil/spieler/255957,,,1200000,2000000
256465,Elvin,Badalov,Elvin Badalov,2025,8031,elvin-badalov,Russia,St. Petersburg,Azerbaijan,1995-06-14 00:00:00,Centre-Back,Defender,right,184,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/256465-1761021366.png?lm=1,18,0,8605,https://www.transfermarkt.co.uk/elvin-badalov/profil/spieler/256465,,,,
256739,Pei-Lun,Wei,Pei-Lun Wei,2025,25655,pei-lun-wei,,,Chinese Taipei,1990-02-28 00:00:00,Centre-Back,Defender,left,179,,,https://img.a.transfermarkt.technology/portrait/header/256739-1615309691.jpg?lm=1,11,0,15363,https://www.transfermarkt.co.uk/pei-lun-wei/profil/spieler/256739,,,,
257141,Tamirlan,Kozubaev,Tamirlan Kozubaev,2025,14112,tamirlan-kozubaev,Kyrgyzstan,Kara-Suu,Kyrgyzstan,1994-07-01 00:00:00,Centre-Back,Defender,left,186,,Ressy Enterprise,https://img.a.transfermarkt.technology/portrait/header/257141-1737702238.png?lm=1,63,3,3956,https://www.transfermarkt.co.uk/tamirlan-kozubaev/profil/spieler/257141,,,,
257690,Argen,Zhumataev,Argen Zhumataev,2025,127001,argen-zhumataev,,,Kyrgyzstan,1994-10-21 00:00:00,Central Midfield,Midfield,left,176,2026-11-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/257690-1744348186.png?lm=1,0,0,3956,https://www.transfermarkt.co.uk/argen-zhumataev/profil/spieler/257690,,,,
258216,Kasey,Palmer,Kasey Palmer,2025,1031,kasey-palmer,England,London,Jamaica,1996-11-09 00:00:00,Attacking Midfield,Midfield,right,182,2026-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/258216-1684494199.jpg?lm=1,23,2,3671,https://www.transfermarkt.co.uk/kasey-palmer/profil/spieler/258216,GB1,Luton Town,1200000,3000000
258304,Ricardo,Goss,Ricardo Goss,2025,132785,ricardo-goss,South Africa,"Durban, KwaZulu-Natal",South Africa,1994-04-02 00:00:00,Goalkeeper,Goalkeeper,right,181,,,https://img.a.transfermarkt.technology/portrait/header/258304-1715326378.jpg?lm=1,4,0,3806,https://www.transfermarkt.co.uk/ricardo-goss/profil/spieler/258304,,,,
258608,Elhan,Kastrati,Elhan Kastrati,2025,23,elhan-kastrati,Albania,Krumë,Albania,1997-02-02 00:00:00,Goalkeeper,Goalkeeper,right,189,2027-06-30 00:00:00,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/258608-1632458066.jpg?lm=1,2,0,3561,https://www.transfermarkt.co.uk/elhan-kastrati/profil/spieler/258608,L1,Eintracht Braunschweig,,
258915,Jay,Dasilva,Jay Dasilva,2025,990,jay-dasilva,England,Luton,Wales,1998-04-22 00:00:00,Left-Back,Defender,left,170,2027-06-30 00:00:00,Darren Dein,https://img.a.transfermarkt.technology/portrait/header/258915-1740580680.jpg?lm=1,9,0,3864,https://www.transfermarkt.co.uk/jay-dasilva/profil/spieler/258915,,,,
258964,Guillermo,Viscarra,Guillermo Viscarra,2025,184,guillermo-viscarra,Bolivia,Santa Cruz de la Sierra,Bolivia,1993-02-07 00:00:00,Goalkeeper,Goalkeeper,right,191,2026-12-31 00:00:00,IDUB GLOBAL,https://img.a.transfermarkt.technology/portrait/header/258964-1776887309.jpg?lm=1,37,0,5233,https://www.transfermarkt.co.uk/guillermo-viscarra/profil/spieler/258964,,,,
259233,Ali,Sabeh,Ali Sabeh,2025,102582,ali-sabeh,Lebanon,Bourj el-Barajneh,Lebanon,1994-06-24 00:00:00,Goalkeeper,Goalkeeper,,186,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,9,0,3586,https://www.transfermarkt.co.uk/ali-sabeh/profil/spieler/259233,,,,
260051,Zsolt,Nagy,Zsolt Nagy,2025,37169,zsolt-nagy,Hungary,Székesfehérvár,Hungary,1993-05-25 00:00:00,Left-Back,Defender,both,188,2028-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/260051-1611948492.jpg?lm=1,36,3,3468,https://www.transfermarkt.co.uk/zsolt-nagy/profil/spieler/260051,,,,
260097,Juan,Corbalan,Juan Corbalan,2025,10605,juan-corbalan,Argentina,Buenos Aires,Malta,1997-03-03 00:00:00,Right Winger,Attack,right,169,,,https://img.a.transfermarkt.technology/portrait/header/260097-1729964953.jpg?lm=1,36,1,3587,https://www.transfermarkt.co.uk/juan-corbalan/profil/spieler/260097,,,,
260644,Thitiphan,Puangchan,Thitiphan Puangchan,2025,25445,thitiphan-puangchan,Thailand,Suphanburi,Thailand,1993-09-01 00:00:00,Central Midfield,Midfield,right,178,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/260644-1649401264.jpg?lm=1,56,7,5676,https://www.transfermarkt.co.uk/thitiphan-puangchan/profil/spieler/260644,,,,
260786,Rasmus,Peetson,Rasmus Peetson,2025,5771,rasmus-peetson,Estonia,Pärnu,Estonia,1995-05-03 00:00:00,Centre-Back,Defender,right,185,2026-12-31 00:00:00,BPG,https://img.a.transfermarkt.technology/portrait/header/260786-1648139754.jpg?lm=1,25,2,6133,https://www.transfermarkt.co.uk/rasmus-peetson/profil/spieler/260786,,,,
260857,Jamshid,Iskanderov,Jamshid Iskanderov,2025,13306,jamshid-iskanderov,Uzbekistan,Urganch,Uzbekistan,1993-10-16 00:00:00,Attacking Midfield,Midfield,left,171,2026-12-31 00:00:00,Hamid Merikh,https://img.a.transfermarkt.technology/portrait/header/260857-1745331701.png?lm=1,44,4,3563,https://www.transfermarkt.co.uk/jamshid-iskanderov/profil/spieler/260857,,,,
261251,Zexiang,Yang,Zexiang Yang,2025,3183,zexiang-yang,China,"Foshan, Guangdong",China,1994-12-14 00:00:00,Right-Back,Defender,right,180,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/261251-1759504509.jpg?lm=1,8,0,5598,https://www.transfermarkt.co.uk/zexiang-yang/profil/spieler/261251,,,,
261837,Noureddin,Bani Attiah,Noureddin Bani Attiah,2025,13592,noureddin-bani-attiah,,,Jordan,1993-01-25 00:00:00,Goalkeeper,Goalkeeper,right,179,2026-06-30 00:00:00,Next Step SM,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,2,0,15737,https://www.transfermarkt.co.uk/noureddin-bani-attiah/profil/spieler/261837,,,,
261842,Rajaei,Ayed,Rajaei Ayed,2025,15795,rajaei-ayed,Jordan,Amman,Jordan,1993-07-25 00:00:00,Central Midfield,Midfield,right,180,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/261842-1706541704.jpg?lm=1,56,0,15737,https://www.transfermarkt.co.uk/rajaei-ayed/profil/spieler/261842,,,,
261850,Yazeed,Abulaila,Yazeed Abulaila,2025,15795,yazeed-abulaila,Jordan,Zarqa,Jordan,1993-01-08 00:00:00,Goalkeeper,Goalkeeper,right,189,,,https://img.a.transfermarkt.technology/portrait/header/261850-1693307769.jpg?lm=1,62,0,15737,https://www.transfermarkt.co.uk/yazeed-abulaila/profil/spieler/261850,,,,
262243,Mohamed Amine,Madani,Mohamed Amine Madani,2025,13366,mohamed-amine-madani,Algeria,Oran,Algeria,1993-03-20 00:00:00,Centre-Back,Defender,left,189,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/262243-1750156799.jpg?lm=1,4,0,3614,https://www.transfermarkt.co.uk/mohamed-amine-madani/profil/spieler/262243,,,,
262300,Ryan,Manning,Ryan Manning,2025,180,ryan-manning,Ireland,Galway,Ireland,1996-06-14 00:00:00,Left-Back,Defender,left,173,2027-06-30 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/262300-1720192030.jpg?lm=1,23,0,3509,https://www.transfermarkt.co.uk/ryan-manning/profil/spieler/262300,GB1,Southampton FC,2800000,3500000
262636,Modestas,Vorobjovas,Modestas Vorobjovas,2025,924,modestas-vorobjovas,Lithuania,Vilnius,Lithuania,1995-12-30 00:00:00,Defensive Midfield,Midfield,right,178,2026-06-30 00:00:00,Aykut Dogan,https://img.a.transfermarkt.technology/portrait/header/262636-1755697396.jpg?lm=1,50,1,3851,https://www.transfermarkt.co.uk/modestas-vorobjovas/profil/spieler/262636,TR1,Istanbulspor,350000,500000
263246,Giedrius,Matulevičius,Giedrius Matulevičius,2025,602,giedrius-matulevicius,Lithuania,Marijampolė,Lithuania,1997-03-05 00:00:00,Right Midfield,Midfield,right,183,2027-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/263246-1774885171.jpg?lm=1,13,1,3851,https://www.transfermarkt.co.uk/giedrius-matulevicius/profil/spieler/263246,,,,
263367,Patrik,Demjén,Patrik Demjén,2025,84,patrik-demjen,Hungary,Esztergom,Hungary,1998-03-22 00:00:00,Goalkeeper,Goalkeeper,right,186,,EM Sports Consulting,https://img.a.transfermarkt.technology/portrait/header/263367-1571759557.jpg?lm=1,0,0,3468,https://www.transfermarkt.co.uk/patrik-demjen/profil/spieler/263367,,,,
263461,Khalid,Aucho,Khalid Aucho,2025,100692,khalid-aucho,Uganda,Jinja,Uganda,1993-08-08 00:00:00,Defensive Midfield,Midfield,left,180,,ACFA,https://img.a.transfermarkt.technology/portrait/header/263461-1767558776.jpg?lm=1,72,2,13497,https://www.transfermarkt.co.uk/khalid-aucho/profil/spieler/263461,,,,
264137,Giorgi,Beridze,Giorgi Beridze,2025,708,giorgi-beridze,Georgia,Mestia,Georgia,1997-05-12 00:00:00,Left Winger,Attack,right,174,,Bene-Sport,https://img.a.transfermarkt.technology/portrait/header/264137-1696085917.png?lm=1,10,1,3669,https://www.transfermarkt.co.uk/giorgi-beridze/profil/spieler/264137,,,900000,2000000
264429,Yuning,Zhang,Yuning Zhang,2025,3176,yuning-zhang,China,"Wenzhou, Zhejiang",China,1997-01-05 00:00:00,Centre-Forward,Attack,right,185,2028-12-31 00:00:00,YINGSHENGSPORTS,https://img.a.transfermarkt.technology/portrait/header/264429-1500536088.jpg?lm=1,47,8,5598,https://www.transfermarkt.co.uk/yuning-zhang/profil/spieler/264429,,,850000,2000000
264903,Andre,de Jong,Andre de Jong,2025,2557,andre-de-jong,New Zealand,Otorohanga,New Zealand,1996-11-02 00:00:00,Attacking Midfield,Midfield,right,181,,,https://img.a.transfermarkt.technology/portrait/header/264903-1757832728.png?lm=1,13,2,9171,https://www.transfermarkt.co.uk/andre-de-jong/profil/spieler/264903,,,,
265152,Júnior,Moreno,Júnior Moreno,2025,45193,junior-moreno,Venezuela,San Cristóbal,Venezuela,1993-07-20 00:00:00,Defensive Midfield,Midfield,right,175,2026-12-31 00:00:00,AFV,https://img.a.transfermarkt.technology/portrait/header/265152-1739197334.jpg?lm=1,40,1,3504,https://www.transfermarkt.co.uk/junior-moreno/profil/spieler/265152,,,,
265383,Abdoulaye,Seck,Abdoulaye Seck,2025,1064,abdoulaye-seck,Senegal,Mbour,Senegal,1992-06-04 00:00:00,Centre-Back,Defender,right,191,2026-06-30 00:00:00,TBH,https://img.a.transfermarkt.technology/portrait/header/265383-1616852043.jpg?lm=1,21,4,3499,https://www.transfermarkt.co.uk/abdoulaye-seck/profil/spieler/265383,,,1500000,3000000
265707,,Ragab Nabil,Ragab Nabil,2025,57439,ragab-nabil,,Cairo,Egypt,1993-10-18 00:00:00,Centre-Back,Defender,right,180,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/265707-1497347827.jpg?lm=1,3,0,3672,https://www.transfermarkt.co.uk/ragab-nabil/profil/spieler/265707,,,,
265712,Yuanyi,Li,Yuanyi Li,2025,3182,yuanyi-li,China,"Deyang, Sichuan",China,1993-08-28 00:00:00,Central Midfield,Midfield,left,183,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/265712-1566207324.jpg?lm=1,9,0,5598,https://www.transfermarkt.co.uk/yuanyi-li/profil/spieler/265712,,,,
266935,Mohammed,Muntari,Mohammed Muntari,2025,6297,mohammed-muntari,Ghana,Kumasi,Qatar,1993-12-20 00:00:00,Centre-Forward,Attack,right,194,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/266935-1738110954.jpg?lm=1,70,16,14162,https://www.transfermarkt.co.uk/mohammed-muntari/profil/spieler/266935,,,,
267530,Jin,Cheng,Jin Cheng,2025,17276,jin-cheng,China,"Xinxiang, Henan",China,1995-02-18 00:00:00,Attacking Midfield,Midfield,right,172,,,https://img.a.transfermarkt.technology/portrait/header/267530-1759504160.jpg?lm=1,3,0,5598,https://www.transfermarkt.co.uk/jin-cheng/profil/spieler/267530,,,,
267556,Shihao,Wei,Shihao Wei,2025,65791,shihao-wei,China,"Bengbu, Anhui",China,1995-04-08 00:00:00,Left Winger,Attack,both,178,2026-02-20 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/267556-1573641477.jpg?lm=1,41,5,5598,https://www.transfermarkt.co.uk/shihao-wei/profil/spieler/267556,,,325000,1000000
268414,Hossam,Hassan,Hossam Hassan,2025,68770,hossam-hassan,Egypt,Banha,Egypt,1993-09-02 00:00:00,Centre-Forward,Attack,left,175,2027-06-30 00:00:00,Gt agency,https://img.a.transfermarkt.technology/portrait/header/268414-1608389692.jpg?lm=1,6,0,3672,https://www.transfermarkt.co.uk/hossam-hassan/profil/spieler/268414,,,,
268766,Dun,Ba,Dun Ba,2025,3187,dun-ba,China,"Yantai, Shandong",China,1995-09-16 00:00:00,Right Winger,Attack,right,181,2027-12-31 00:00:00,BPG,https://img.a.transfermarkt.technology/portrait/header/268766-1563441660.jpg?lm=1,7,1,5598,https://www.transfermarkt.co.uk/dun-ba/profil/spieler/268766,,,,
269780,Aleksandr,Mishchenko,Aleksandr Mishchenko,2025,13599,aleksandr-mishchenko,Kyrgyzstan,Ivanovka,Kyrgyzstan,1997-07-30 00:00:00,Right-Back,Defender,right,175,2026-11-15 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/269780-1743680092.png?lm=1,32,1,3956,https://www.transfermarkt.co.uk/aleksandr-mishchenko/profil/spieler/269780,,,,
270605,Tigran,Barseghyan,Tigran Barseghyan,2025,540,tigran-barseghyan,Armenia,Erewan,Armenia,1993-09-22 00:00:00,Right Winger,Attack,left,179,2027-06-30 00:00:00,HG Partners,https://img.a.transfermarkt.technology/portrait/header/270605-1713530201.png?lm=1,64,9,6219,https://www.transfermarkt.co.uk/tigran-barseghyan/profil/spieler/270605,,,,
271099,Antonijs,Cernomordijs,Antonijs Cernomordijs,2025,48325,antonijs-cernomordijs,Latvia,Daugavpils,Latvia,1996-09-26 00:00:00,Centre-Back,Defender,right,190,,,https://img.a.transfermarkt.technology/portrait/header/271099-1773830070.png?lm=1,47,3,3555,https://www.transfermarkt.co.uk/antonijs-cernomordijs/profil/spieler/271099,,,,
271256,Jhonder,Cádiz,Jhonder Cádiz,2025,70657,jhonder-cadiz,Venezuela,"Caracas, Distrito Capital",Venezuela,1995-07-29 00:00:00,Centre-Forward,Attack,right,190,,,https://img.a.transfermarkt.technology/portrait/header/271256-1618690320.jpg?lm=1,18,2,3504,https://www.transfermarkt.co.uk/jhonder-cadiz/profil/spieler/271256,,,3000000,3000000
271607,Roberts,Ozols,Roberts Ozols,2025,21234,roberts-ozols,Latvia,Kuldīga,Latvia,1995-09-10 00:00:00,Goalkeeper,Goalkeeper,right,187,,,https://img.a.transfermarkt.technology/portrait/header/271607-1726736125.png?lm=1,19,0,3555,https://www.transfermarkt.co.uk/roberts-ozols/profil/spieler/271607,,,,
271716,Damion,Lowe,Damion Lowe,2025,72710,damion-lowe,Jamaica,Kingston,Jamaica,1993-05-05 00:00:00,Centre-Back,Defender,right,190,,J9 Sports Management,https://img.a.transfermarkt.technology/portrait/header/271716-1757773453.jpg?lm=1,79,4,3671,https://www.transfermarkt.co.uk/damion-lowe/profil/spieler/271716,,,,
271880,Álvaro,Madrid,Álvaro Madrid,2025,2433,alvaro-madrid,Chile,Valparaíso,Chile,1995-04-05 00:00:00,Central Midfield,Midfield,right,179,2026-12-31 00:00:00,Mundo Futuro Chile,https://img.a.transfermarkt.technology/portrait/header/271880-1646918352.JPG?lm=1,1,0,3700,https://www.transfermarkt.co.uk/alvaro-madrid/profil/spieler/271880,,,,
271997,Callum,Elder,Callum Elder,2025,22,callum-elder,Australia,Sydney,Australia,1995-01-27 00:00:00,Left-Back,Defender,left,180,2026-06-30 00:00:00,World in Motion,https://img.a.transfermarkt.technology/portrait/header/271997-1632994539.jpg?lm=1,3,0,3433,https://www.transfermarkt.co.uk/callum-elder/profil/spieler/271997,,,800000,1000000
272639,Jason,Pendant,Jason Pendant,2025,81455,jason-pendant,France,Sarcelles,Vietnam,1997-02-09 00:00:00,Left-Back,Defender,left,177,2028-06-30 00:00:00,Carmenta,https://img.a.transfermarkt.technology/portrait/header/272639-1669737104.jpg?lm=1,5,0,8778,https://www.transfermarkt.co.uk/jason-pendant/profil/spieler/272639,,,,
272708,Marc,Klok,Marc Klok,2025,14105,marc-klok,Netherlands,Amsterdam,Indonesia,1993-04-20 00:00:00,Central Midfield,Midfield,right,177,2027-05-31 00:00:00,Status Pro Sport,https://img.a.transfermarkt.technology/portrait/header/272708-1737431380.png?lm=1,21,5,13958,https://www.transfermarkt.co.uk/marc-klok/profil/spieler/272708,,,450000,475000
273152,Nemanja,Maksimovic,Nemanja Maksimovic,2025,60529,nemanja-maksimovic,Yugoslavia (Republic),Banja Koviljača,Serbia,1995-01-26 00:00:00,Central Midfield,Midfield,right,189,2028-06-30 00:00:00,AS1,https://img.a.transfermarkt.technology/portrait/header/273152-1748889002.png?lm=1,60,1,3438,https://www.transfermarkt.co.uk/nemanja-maksimovic/profil/spieler/273152,,,4200000,25000000
273638,Pedro,Aquino,Pedro Aquino,2025,184,pedro-aquino,Peru,Lima,Peru,1995-04-13 00:00:00,Defensive Midfield,Midfield,right,175,2026-06-30 00:00:00,Franz11,https://img.a.transfermarkt.technology/portrait/header/273638-1776885543.jpg?lm=1,49,3,3584,https://www.transfermarkt.co.uk/pedro-aquino/profil/spieler/273638,,,,
273689,Jake,Grech,Jake Grech,2025,10603,jake-grech,Malta,Pieta,Malta,1997-11-18 00:00:00,Central Midfield,Midfield,,183,2026-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/273689-1694294450.png?lm=1,27,1,3587,https://www.transfermarkt.co.uk/jake-grech/profil/spieler/273689,,,,
273721,Kampol,Pathomakkakul,Kampol Pathomakkakul,2025,35387,kampol-pathomakkakul,Thailand,Phuket,Thailand,1992-07-27 00:00:00,Goalkeeper,Goalkeeper,right,178,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/273721-1676217698.png?lm=1,11,0,5676,https://www.transfermarkt.co.uk/kampol-pathomakkakul/profil/spieler/273721,,,,
273742,Viktor,Johansson,Viktor Johansson,2025,512,viktor-johansson,Sweden,Stockholm,Sweden,1998-09-14 00:00:00,Goalkeeper,Goalkeeper,right,187,2030-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/273742-1649405701.jpg?lm=1,12,0,3557,https://www.transfermarkt.co.uk/viktor-johansson/profil/spieler/273742,GB1,Stoke City,,
273892,Tomás,Granitto,Tomás Granitto,2025,6571,tomas-granitto,El Salvador,San Salvador,El Salvador,1993-06-12 00:00:00,Defensive Midfield,Midfield,right,180,,,https://img.a.transfermarkt.technology/portrait/header/273892-1582661343.jpg?lm=1,3,0,13951,https://www.transfermarkt.co.uk/tomas-granitto/profil/spieler/273892,,,,
273896,Jairo,Henríquez,Jairo Henríquez,2025,131588,jairo-henriquez,El Salvador,San Salvador,El Salvador,1993-08-31 00:00:00,Right Midfield,Midfield,right,173,,,https://img.a.transfermarkt.technology/portrait/header/273896-1750794840.jpg?lm=1,62,5,13951,https://www.transfermarkt.co.uk/jairo-henriquez/profil/spieler/273896,,,,
274175,Solomon,Udo,Solomon Udo,2025,68834,solomon-udo,Nigeria,Ikot Ekpene,Armenia,1995-07-15 00:00:00,Central Midfield,Midfield,right,175,,HG Partners,https://img.a.transfermarkt.technology/portrait/header/274175-1604583142.png?lm=1,22,0,6219,https://www.transfermarkt.co.uk/solomon-udo/profil/spieler/274175,,,,
274536,Jaloliddin,Masharipov,Jaloliddin Masharipov,2025,1076,jaloliddin-masharipov,Uzbekistan,Urganch,Uzbekistan,1993-09-01 00:00:00,Left Winger,Attack,right,172,2027-06-30 00:00:00,Hamid Merikh,https://img.a.transfermarkt.technology/portrait/header/274536-1685034960.PNG?lm=1,74,13,3563,https://www.transfermarkt.co.uk/jaloliddin-masharipov/profil/spieler/274536,,,1700000,3000000
274615,Saad,Natiq,Saad Natiq,2025,13598,saad-natiq,Iraq,Najaf,Iraq,1994-03-19 00:00:00,Centre-Back,Defender,right,188,2026-06-30 00:00:00,HSS,https://img.a.transfermarkt.technology/portrait/header/274615-1705017046.png?lm=1,42,1,3560,https://www.transfermarkt.co.uk/saad-natiq/profil/spieler/274615,,,,
275590,Kieffer,Moore,Kieffer Moore,2025,1112,kieffer-moore,England,Torquay,Wales,1992-08-08 00:00:00,Centre-Forward,Attack,right,196,2028-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/275590-1668520871.jpg?lm=1,52,15,3864,https://www.transfermarkt.co.uk/kieffer-moore/profil/spieler/275590,,,2000000,5000000
275956,Nader,Ghandri,Nader Ghandri,2025,38559,nader-ghandri,France,Aubervilliers,Tunisia,1995-02-18 00:00:00,Centre-Back,Defender,right,197,,,https://img.a.transfermarkt.technology/portrait/header/275956-1754768603.png?lm=1,20,0,3670,https://www.transfermarkt.co.uk/nader-ghandri/profil/spieler/275956,,,900000,1000000
276523,Pengfei,Han,Pengfei Han,2025,65791,pengfei-han,China,Peking,China,1993-04-28 00:00:00,Centre-Back,Defender,right,190,2027-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/276523-1723238823.jpg?lm=1,4,0,5598,https://www.transfermarkt.co.uk/pengfei-han/profil/spieler/276523,,,,
277137,Renato,Tapia,Renato Tapia,2025,16214,renato-tapia,Peru,Lima,Peru,1995-07-28 00:00:00,Defensive Midfield,Midfield,right,185,2027-06-30 00:00:00,AGREF International,https://img.a.transfermarkt.technology/portrait/header/277137-1718679726.jpg?lm=1,92,5,3584,https://www.transfermarkt.co.uk/renato-tapia/profil/spieler/277137,,,5000000,20000000
278166,Amari'i,Bell,Amari'i Bell,2025,358,amarii-bell,England,Burton upon Trent,Jamaica,1994-05-05 00:00:00,Centre-Back,Defender,left,180,2027-06-30 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/278166-1651652557.png?lm=1,31,2,3671,https://www.transfermarkt.co.uk/amarii-bell/profil/spieler/278166,,,2500000,2500000
278983,Chun-Lok,Tan,Chun-Lok Tan,2025,15979,chun-lok-tan,Hongkong,"Tuen Mun, New Territories",Hongkong,1996-01-15 00:00:00,Defensive Midfield,Midfield,right,175,2026-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/278983-1759129488.jpg?lm=1,60,3,15977,https://www.transfermarkt.co.uk/chun-lok-tan/profil/spieler/278983,,,,
279521,Zhunyi,Gao,Zhunyi Gao,2025,3182,zhunyi-gao,China,"Yanji, Jilin",China,1995-08-21 00:00:00,Centre-Back,Defender,right,186,2026-12-31 00:00:00,NEST,https://img.a.transfermarkt.technology/portrait/header/279521-1563349685.jpg?lm=1,20,0,5598,https://www.transfermarkt.co.uk/zhunyi-gao/profil/spieler/279521,,,,
282407,Wayde,Jooste,Wayde Jooste,2025,23287,wayde-jooste,South Africa,"Gqeberha, Eastern Cape",South Africa,1991-09-27 00:00:00,Right-Back,Defender,right,178,,Sprint MG,https://img.a.transfermarkt.technology/portrait/header/282407-1755273406.jpg?lm=1,4,0,3806,https://www.transfermarkt.co.uk/wayde-jooste/profil/spieler/282407,,,,
282689,Seung-ho,Paik,Seung-ho Paik,2025,337,seung-ho-paik,"Korea, South",Seoul,"Korea, South",1997-03-17 00:00:00,Central Midfield,Midfield,right,182,2028-06-30 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/282689-1715262077.jpg?lm=1,25,3,3589,https://www.transfermarkt.co.uk/seung-ho-paik/profil/spieler/282689,,,900000,1000000
282734,Gerson,Rodrigues,Gerson Rodrigues,2025,515,gerson-rodrigues,Portugal,Pragal,Luxembourg,1995-06-20 00:00:00,Centre-Forward,Attack,right,188,,,https://img.a.transfermarkt.technology/portrait/header/282734-1713530261.png?lm=1,72,23,3580,https://www.transfermarkt.co.uk/gerson-rodrigues/profil/spieler/282734,,,350000,3000000
283489,Luca,Zidane,Luca Zidane,2025,16795,luca-zidane,France,Marseille,Algeria,1998-05-13 00:00:00,Goalkeeper,Goalkeeper,right,183,2027-06-30 00:00:00,Roalza,https://img.a.transfermarkt.technology/portrait/header/283489-1762351424.jpg?lm=1,6,0,3614,https://www.transfermarkt.co.uk/luca-zidane/profil/spieler/283489,ES1,Granada CF,2000000,2000000
